experiment_name,epoch,train_loss,train_accuracy,val_loss,val_accuracy,timestamp
10fold_cross_validation,45,0.3302804013506187,0.8529411764705882,0.8588584861952566,0.6666666666666666,2022_08_17_06_53_45
10fold_cross_validation,46,0.3393094288965478,0.8588235294117647,0.7875005772980835,0.6666666666666666,2022_08_17_06_53_45
10fold_cross_validation,47,0.3478332934520201,0.8470588235294118,0.7417537439970248,0.6666666666666666,2022_08_17_06_53_45
10fold_cross_validation,48,0.3357360514859251,0.8705882352941177,0.8118446848222649,0.6666666666666666,2022_08_17_06_53_45
10fold_cross_validation,49,0.3168800146698766,0.8588235294117647,0.5538521006625766,0.7777777777777778,2022_08_17_06_53_45
10fold_cross_validation,50,0.3358660797122866,0.8529411764705882,0.5940496764249272,0.7222222222222222,2022_08_17_06_53_45
10fold_cross_validation,51,0.3245935358824414,0.8705882352941177,0.875326140632549,0.6666666666666666,2022_08_17_06_53_45
10fold_cross_validation,52,0.3473333835815912,0.8411764705882353,0.8972834053412144,0.6666666666666666,2022_08_17_06_53_45
10fold_cross_validation,53,0.3052968356504981,0.8705882352941177,0.7429439826066502,0.7222222222222222,2022_08_17_06_53_45
10fold_cross_validation,54,0.3305835220411502,0.8588235294117647,0.596591408267462,0.7222222222222222,2022_08_17_06_53_45
10fold_cross_validation,55,0.3124068030964254,0.8764705882352941,0.7575926605208628,0.6666666666666666,2022_08_17_06_53_45
10fold_cross_validation,56,0.3141897061504577,0.8705882352941177,0.7757050597663491,0.6666666666666666,2022_08_17_06_53_45
10fold_cross_validation,57,0.3136238562158028,0.8647058823529412,0.7252697672568805,0.7222222222222222,2022_08_17_06_53_45
10fold_cross_validation,58,0.384400388208428,0.8411764705882353,0.5125898847149478,0.7777777777777778,2022_08_17_06_53_45
10fold_cross_validation,59,0.3600324097431867,0.8647058823529412,0.575910469943968,0.7222222222222222,2022_08_17_06_53_45
10fold_cross_validation,60,0.2977355940841816,0.8941176470588236,0.6504488059824022,0.6666666666666666,2022_08_17_06_53_45
10fold_cross_validation,61,0.3333868970596621,0.888235294117647,0.5535921281100147,0.7777777777777778,2022_08_17_06_53_45
